target,model,lag_months,n_train,n_test,train_r2,test_r2,test_rmse,coef_intercept,coef_GM2_YoY_lag,p_GM2_YoY_lag,coef_CI_zscore,p_CI_zscore,coef_CI_monthly_change,p_CI_monthly_change,max_abs_t
Brent_YoY,a_gm2,11,205,51,0.04802225810422511,0.3208259708574104,22.723106979089202,-3.388821507399522,1.8994145471538695,0.0015946704494036457,,,,,3.2000437110282243
Brent_YoY,c_gm2_inventory,11,205,51,0.20446450464584098,-0.1770705062945621,29.91427051695666,12.217937876124868,1.0857195372344703,0.055065162895884256,-4.931157290169714,7.49003943312232e-08,-0.000524763286738672,0.019981917585202513,5.585873535868579
Brent_YoY,a_gm2,12,204,51,0.029085821530169698,0.252547315330386,23.83795693530037,-0.1660805496162273,1.4847437011125846,0.014735913892382602,,,,,2.4599480215048537
Brent_YoY,c_gm2_inventory,12,204,51,0.19814589230339796,-0.3209017617576657,31.689284790479277,15.088104692728676,0.745116713543023,0.18742504541558147,-5.094206571389586,2.4124061193120383e-08,-0.0005320179464509689,0.019086779443560298,5.811539663854586
Brent_YoY,a_gm2,13,204,50,0.019390931897514174,0.15429268400877216,24.415060930106673,2.0726032362109024,1.2133392927937132,0.046991838779097295,,,,,1.9986054748316862
Brent_YoY,c_gm2_inventory,13,204,50,0.19934151516698462,-0.5597514971257243,33.157018701309056,17.21920161126098,0.5034132625014697,0.3709412143297586,-5.230359064314142,8.344631874379616e-09,-0.0005488144610009127,0.016113372668128845,6.0169103345461545
Brent_YoY,a_gm2,14,203,50,0.013745237195355475,0.09844142428339708,25.208368746840932,3.5128649799568605,1.0316069578054143,0.09574352158462607,,,,,1.6737076119583345
Brent_YoY,c_gm2_inventory,14,203,50,0.1983115706845876,-0.6497987773587095,34.100697120661174,18.74183263443443,0.3159591810895475,0.579012973890016,-5.287191286574079,6.0431470938482335e-09,-0.0005591316817349923,0.014861504607461828,6.0798114638725576
Brent_YoY,a_gm2,15,202,50,0.011821542709697153,0.07781424920640834,25.49511482950239,3.8462409856577278,0.9719792876333594,0.12349216179678812,,,,,1.546800788231935
Brent_YoY,c_gm2_inventory,15,202,50,0.19889425390658666,-0.6421476753942721,34.02153258428817,18.55839912043233,0.3185957237158834,0.5813356446397826,-5.30008230004319,5.140262659963923e-09,-0.0005546781758074548,0.015587592569779929,6.111942358441133
Brent_YoY,a_gm2,16,201,50,0.012566102570696902,0.07650112866556558,25.513259899435884,3.364069040871521,1.0154554917853802,0.113112236580027,,,,,1.5913760671823223
Brent_YoY,c_gm2_inventory,16,201,50,0.1993280958567195,-0.6007531258724108,33.58999567637963,17.672492038611782,0.40818402964574985,0.48572691768511933,-5.287636014194534,5.469595221185841e-09,-0.0005446186891213123,0.017584112530535823,6.101568419539569
Brent_YoY,a_gm2,17,200,50,0.014073220994079816,0.09327555290413247,25.280486734557535,2.646359681649139,1.0897840723767955,0.09431006346643733,,,,,1.6811521390148036
Brent_YoY,c_gm2_inventory,17,200,50,0.2028588354725146,-0.5614866664151441,33.1754565898774,16.795471295321594,0.4970184397259231,0.4023946024322884,-5.305199814688934,4.723881064094826e-09,-0.000544761162850238,0.0173118921717621,6.13083072752163
Brent_YoY,a_gm2,18,200,49,0.016250033313408352,0.044937191515875496,24.60508396676332,2.081783411545072,1.1738262727303006,0.07204663074007711,,,,,1.8084951883439704
Brent_YoY,c_gm2_inventory,18,200,49,0.20663051077416505,-0.7209066415488619,33.028400342048506,16.25940479798244,0.5798474299544767,0.32888940925139054,-5.361564369087075,3.138632242993822e-09,-0.000528035372016844,0.02124801128556797,6.208052747965616
Brent_YoY,b_inventory,0,367,91,0.0973613809333631,0.05950613239132796,45.779366831916626,12.520227122463583,,,-3.2638500471218275,1.2932115711628e-07,-0.0004938386235346925,0.012552269861775489,5.386340248662269
